VOYAGEID,YEARAM,NATINIMP,MJBYPTIMP,MJSLPTIMP
676,1827,Portugal/Brazil,60711,50422
677,1827,Portugal/Brazil,60707,50422
678,1827,Portugal/Brazil,60707,50422
679,1827,Portugal/Brazil,60734,50422
680,1827,Portugal/Brazil,60703,50422
681,1827,Portugal/Brazil,60711,50422
682,1827,Portugal/Brazil,60707,50422
683,1827,Portugal/Brazil,60734,50422
684,1827,Portugal/Brazil,60734,50422
685,1827,Portugal/Brazil,60703,50422
686,1827,Portugal/Brazil,60703,50422
687,1827,Portugal/Brazil,60734,50422
688,1827,Portugal/Brazil,60707,50422
689,1827,Portugal/Brazil,60703,50422
690,1827,Portugal/Brazil,60725,50422
691,1827,Portugal/Brazil,60725,50422
692,1827,Portugal/Brazil,60725,50422
693,1827,Portugal/Brazil,60703,50422
694,1827,Portugal/Brazil,60703,50422
695,1827,Portugal/Brazil,60703,50422
696,1827,Portugal/Brazil,60711,50422
697,1827,Portugal/Brazil,60711,50422
698,1827,Portugal/Brazil,60734,50422
699,1827,Portugal/Brazil,60711,50422
700,1827,Portugal/Brazil,60734,50422
701,1827,Portugal/Brazil,60711,50422
702,1827,Portugal/Brazil,60717,50422
703,1827,Portugal/Brazil,60717,50422
704,1827,Portugal/Brazil,60711,50422
705,1827,Portugal/Brazil,60703,50422
706,1827,Portugal/Brazil,60707,50422
707,1827,Portugal/Brazil,60703,50422
708,1827,Portugal/Brazil,60711,50422
709,1827,Portugal/Brazil,60707,50422
710,1827,Portugal/Brazil,60711,50422
711,1827,Portugal/Brazil,60807,50422
712,1827,Portugal/Brazil,60703,50422
713,1828,Portugal/Brazil,60822,50422
714,1828,Portugal/Brazil,60717,50422
715,1828,Portugal/Brazil,60707,50422
716,1828,Portugal/Brazil,60711,50422
717,1828,Portugal/Brazil,60820,50422
718,1828,Portugal/Brazil,60717,50422
719,1828,Portugal/Brazil,60822,50422
720,1828,Portugal/Brazil,60820,50422
721,1828,Portugal/Brazil,60703,50422
722,1828,Portugal/Brazil,60820,50422
723,1828,Portugal/Brazil,60711,50422
724,1828,Portugal/Brazil,60734,50422
725,1828,Portugal/Brazil,60822,50422
726,1828,Portugal/Brazil,60711,50422
727,1828,Portugal/Brazil,60734,50422
728,1828,Portugal/Brazil,60734,50422
729,1828,Portugal/Brazil,60711,50422
730,1828,Portugal/Brazil,60725,50422
731,1828,Portugal/Brazil,60711,50422
732,1828,Portugal/Brazil,60711,50422
733,1828,Portugal/Brazil,60707,50422
734,1828,Portugal/Brazil,60822,50422
735,1828,Portugal/Brazil,60703,50422
736,1828,Portugal/Brazil,60711,50422
737,1828,Portugal/Brazil,60734,50422
738,1828,Portugal/Brazil,60711,50422
739,1828,Portugal/Brazil,60822,50422
740,1828,Portugal/Brazil,60822,50422
741,1828,Portugal/Brazil,60717,50422
742,1828,Portugal/Brazil,60711,50422
743,1828,Portugal/Brazil,60820,50422
744,1828,Portugal/Brazil,60711,50422
745,1828,Portugal/Brazil,60711,50299
746,1828,Portugal/Brazil,60517,50299
747,1827,Portugal/Brazil,60734,50102
748,1827,Portugal/Brazil,60703,50102
749,1827,Portugal/Brazil,60734,50102
750,1827,Portugal/Brazil,60734,50102
751,1828,Spain/Uruguay,60999,31399
752,1828,Spain/Uruguay,60673,31399
753,1828,Spain/Uruguay,60717,31399
754,1828,Spain/Uruguay,60999,31399
755,1828,Spain/Uruguay,60999,31399
756,1828,Spain/Uruguay,60510,31399
757,1828,Spain/Uruguay,60668,31399
758,1828,Spain/Uruguay,60673,31312
759,1828,Spain/Uruguay,60703,31312
760,1828,Spain/Uruguay,60673,31399
761,1828,Spain/Uruguay,60673,31312
762,1829,Spain/Uruguay,60999,31399
763,1829,Spain/Uruguay,60999,31399
764,1829,Spain/Uruguay,60999,31399
765,1829,Spain/Uruguay,60999,31399
766,1829,Spain/Uruguay,60315,31399
767,1829,Spain/Uruguay,60999,31399
768,1829,Spain/Uruguay,60999,31399
769,1829,France,60999,31316
770,1829,Spain/Uruguay,60208,31399
771,1829,Spain/Uruguay,60999,31312
772,1829,Spain/Uruguay,60999,31399
773,1829,Spain/Uruguay,60208,31312
774,1829,Spain/Uruguay,60999,31312
775,1829,Spain/Uruguay,60208,31312
776,1829,Spain/Uruguay,60510,31399
777,1829,Spain/Uruguay,60605,31399
778,1829,Spain/Uruguay,60999,31399
779,1829,Spain/Uruguay,60673,31312
780,1829,Spain/Uruguay,60999,31399
781,1829,Spain/Uruguay,60999,31399
782,1829,Spain/Uruguay,60668,31312
783,1829,Spain/Uruguay,60605,31312
784,1829,Spain/Uruguay,60673,31312
785,1829,Spain/Uruguay,60673,31312
786,1829,Spain/Uruguay,60999,31399
787,1829,Spain/Uruguay,60999,31312
788,1829,Spain/Uruguay,60208,31312
789,1829,Spain/Uruguay,60999,31399
790,1829,Spain/Uruguay,60999,31399
791,1829,Spain/Uruguay,60999,31399
792,1829,Spain/Uruguay,60208,31312
793,1829,Spain/Uruguay,60999,31312
794,1828,Portugal/Brazil,60711,50422
795,1828,Portugal/Brazil,60707,50422
796,1828,Portugal/Brazil,60711,50422
797,1828,Portugal/Brazil,60707,50422
798,1828,Portugal/Brazil,60707,50422
799,1828,Portugal/Brazil,60707,50422
800,1828,Portugal/Brazil,60711,50422
801,1828,Portugal/Brazil,60711,50422
802,1828,Portugal/Brazil,60707,50422
803,1828,Portugal/Brazil,60408,50422
804,1828,Portugal/Brazil,60703,50422
805,1828,Portugal/Brazil,60725,50422
806,1828,Portugal/Brazil,60711,50422
807,1828,Portugal/Brazil,60703,50422
808,1828,Portugal/Brazil,60734,50422
809,1828,Portugal/Brazil,60734,50422
810,1828,Portugal/Brazil,60703,50422
811,1828,Portugal/Brazil,60734,50422
812,1828,Portugal/Brazil,60707,50422
813,1828,Portugal/Brazil,60725,50422
814,1828,Portugal/Brazil,60734,50422
815,1828,Portugal/Brazil,60734,50422
816,1828,Portugal/Brazil,60711,50422
817,1828,Portugal/Brazil,60707,50422
818,1828,Portugal/Brazil,60734,50422
819,1828,Portugal/Brazil,60717,50422
820,1828,Portugal/Brazil,60707,50422
821,1828,Portugal/Brazil,60822,50422
822,1827,Portugal/Brazil,60707,50422
823,1828,Portugal/Brazil,60734,50422
824,1828,Portugal/Brazil,60703,50422
825,1828,Portugal/Brazil,60711,50422
826,1828,Portugal/Brazil,60734,50422
827,1828,Portugal/Brazil,60820,50422
828,1828,Portugal/Brazil,60711,50422
829,1828,Portugal/Brazil,60711,50422
830,1828,Portugal/Brazil,60820,50422
831,1828,Portugal/Brazil,60711,50422
832,1828,Portugal/Brazil,60820,50422
833,1828,Portugal/Brazil,60822,50422
834,1828,Portugal/Brazil,60711,50422
835,1828,Portugal/Brazil,60707,50422
836,1828,Portugal/Brazil,60711,50422
837,1828,Portugal/Brazil,60820,50422
838,1828,Portugal/Brazil,60703,50422
839,1828,Portugal/Brazil,60734,50399
840,1828,Portugal/Brazil,60807,50422
841,1828,Portugal/Brazil,60820,50422
842,1828,Portugal/Brazil,60820,50422
843,1828,Portugal/Brazil,60734,50422
844,1828,Portugal/Brazil,60707,50422
845,1828,Portugal/Brazil,60822,50422
846,1828,Portugal/Brazil,60807,50422
847,1829,Portugal/Brazil,60725,50422
848,1829,Portugal/Brazil,60725,50422
849,1829,Portugal/Brazil,60717,50422
850,1829,Portugal/Brazil,60734,50422
851,1829,Portugal/Brazil,60734,50422
852,1829,Portugal/Brazil,60707,50422
853,1829,Portugal/Brazil,60820,50422
854,1829,Portugal/Brazil,60822,50422
855,1829,Portugal/Brazil,60820,50422
856,1829,Portugal/Brazil,60711,50422
857,1829,Portugal/Brazil,60822,50422
858,1829,Portugal/Brazil,60820,50422
859,1829,Portugal/Brazil,60822,50422
860,1829,Portugal/Brazil,60711,50422
861,1829,Portugal/Brazil,60725,50422
862,1829,Portugal/Brazil,60820,50422
863,1827,Portugal/Brazil,60734,50422
864,1829,Portugal/Brazil,60734,50422
865,1829,Portugal/Brazil,60820,50422
866,1829,Portugal/Brazil,60711,50422
867,1829,Portugal/Brazil,60711,50422
868,1829,Portugal/Brazil,60711,50422
869,1829,Portugal/Brazil,60822,50422
870,1829,Portugal/Brazil,60711,50422
871,1829,Portugal/Brazil,60734,50422
872,1829,Portugal/Brazil,60725,50422
873,1829,Portugal/Brazil,60711,50422
874,1829,Portugal/Brazil,60822,50422
875,1829,Portugal/Brazil,60822,50422
876,1829,Portugal/Brazil,60707,50422
877,1829,Portugal/Brazil,60725,50422
878,1829,Portugal/Brazil,60734,50422
879,1828,Portugal/Brazil,60734,50102
880,1829,Portugal/Brazil,60734,50399
881,1829,Portugal/Brazil,60734,50399
882,1829,Portugal/Brazil,60734,50399
883,1829,Portugal/Brazil,60725,50399
884,1829,Portugal/Brazil,60734,50399
885,1829,Portugal/Brazil,60725,50299
886,1829,Portugal/Brazil,60717,50299
887,1829,Portugal/Brazil,60717,50299
888,1829,Portugal/Brazil,60711,50299
889,1829,Portugal/Brazil,60717,50299
890,1829,Portugal/Brazil,60711,50299
891,1829,Portugal/Brazil,60711,50299
892,1829,Portugal/Brazil,60711,50299
893,1829,Portugal/Brazil,60725,50299
894,1829,Portugal/Brazil,60725,50299
895,1829,Portugal/Brazil,60711,50299
896,1829,Portugal/Brazil,60717,50299
897,1829,Portugal/Brazil,60711,50299
898,1829,Portugal/Brazil,60711,50299
899,1829,Portugal/Brazil,60711,50299
900,1829,Portugal/Brazil,60725,50299
901,1829,Portugal/Brazil,60104,50102
902,1829,Portugal/Brazil,60820,50422
903,1829,Portugal/Brazil,60711,50422
904,1829,Portugal/Brazil,60707,50422
905,1829,Portugal/Brazil,60820,50422
906,1829,Portugal/Brazil,60711,50422
907,1829,Portugal/Brazil,60734,50422
908,1829,Portugal/Brazil,60703,50422
909,1829,Portugal/Brazil,60734,50422
910,1829,Portugal/Brazil,60711,50422
911,1829,Portugal/Brazil,60711,50422
912,1829,Portugal/Brazil,60711,50422
913,1829,Portugal/Brazil,60711,50422
914,1829,Portugal/Brazil,60725,50422
915,1829,Portugal/Brazil,60822,50422
916,1829,Portugal/Brazil,60725,50422
917,1829,Portugal/Brazil,60711,50422
918,1829,Portugal/Brazil,60734,50422
919,1829,Portugal/Brazil,60725,50422
920,1829,Portugal/Brazil,60711,50422
921,1829,Portugal/Brazil,60734,50422
922,1829,Portugal/Brazil,60707,50422
923,1829,Portugal/Brazil,60711,50422
924,1829,Portugal/Brazil,60707,50422
925,1829,Portugal/Brazil,60711,50422
926,1829,Portugal/Brazil,60703,50422
927,1829,Portugal/Brazil,60734,50422
928,1829,Portugal/Brazil,60820,50422
929,1829,Portugal/Brazil,60820,50422
930,1829,Portugal/Brazil,60711,50422
931,1829,France,60608,36201
932,1828,France,60999,36199
933,1828,France,60999,36199
934,1828,France,60999,36199
935,1828,France,60999,36199
936,1828,France,60999,36199
937,1828,France,60999,36199
938,1829,France,60999,36199
939,1829,Spain/Uruguay,60999,31399
940,1829,Spain/Uruguay,60999,31399
941,1829,Spain/Uruguay,60213,31399
942,1829,Spain/Uruguay,60673,31312
943,1829,Spain/Uruguay,60999,31312
944,1830,Spain/Uruguay,60999,31312
945,1830,Spain/Uruguay,60999,31323
946,1830,Spain/Uruguay,60673,31312
947,1830,Spain/Uruguay,60999,31399
948,1830,Spain/Uruguay,60999,31399
949,1830,Spain/Uruguay,60999,31399
950,1830,Spain/Uruguay,60999,31399
951,1830,Spain/Uruguay,60999,31399
952,1830,Spain/Uruguay,60999,31399
953,1830,Spain/Uruguay,60999,31399
954,1830,Spain/Uruguay,60999,31399
955,1830,Spain/Uruguay,60999,31312
956,1830,Spain/Uruguay,60999,31399
957,1830,Spain/Uruguay,60999,31399
958,1830,Spain/Uruguay,60999,31399
959,1830,Spain/Uruguay,60999,31316
960,1830,Spain/Uruguay,60624,31399
961,1830,Spain/Uruguay,60673,31399
962,1830,Spain/Uruguay,60999,31399
963,1830,Spain/Uruguay,60622,31399
964,1830,Spain/Uruguay,60673,31312
965,1830,Spain/Uruguay,60673,31312
966,1830,Spain/Uruguay,60999,31399
967,1830,Spain/Uruguay,60999,31324
968,1830,Spain/Uruguay,60999,31399
969,1830,Spain/Uruguay,60999,31399
970,1830,Spain/Uruguay,60673,31312
971,1830,Spain/Uruguay,60999,21601
972,1830,Spain/Uruguay,60999,31399
973,1830,Spain/Uruguay,60999,31399
974,1830,Spain/Uruguay,60999,31399
975,1830,Spain/Uruguay,60999,31399
978,1829,Portugal/Brazil,60707,50422
979,1829,Portugal/Brazil,60734,50422
980,1829,Portugal/Brazil,60711,50422
981,1829,Portugal/Brazil,60711,50422
982,1829,Portugal/Brazil,60725,50422
983,1829,Portugal/Brazil,60707,50422
984,1829,Portugal/Brazil,60734,50422
985,1829,Portugal/Brazil,60725,50422
986,1829,Portugal/Brazil,60703,50422
987,1829,Portugal/Brazil,60810,50422
988,1829,Portugal/Brazil,60717,50422
989,1829,Portugal/Brazil,60717,50422
990,1829,Portugal/Brazil,60703,50422
991,1829,Portugal/Brazil,60734,50422
992,1829,Portugal/Brazil,60717,50422
993,1829,Portugal/Brazil,60734,50422
994,1829,Portugal/Brazil,60707,50422
995,1829,Portugal/Brazil,60734,50422
996,1829,Portugal/Brazil,60725,50422
997,1829,Portugal/Brazil,60703,50422
998,1829,Portugal/Brazil,60711,50422
999,1829,Portugal/Brazil,60725,50422
1000,1829,Portugal/Brazil,60734,50422
1001,1829,Portugal/Brazil,60711,50422
1002,1829,Portugal/Brazil,60810,50422
1003,1829,Portugal/Brazil,60711,50422
1004,1829,Portugal/Brazil,60703,50422
1005,1829,Portugal/Brazil,60707,50422
1006,1829,Portugal/Brazil,60711,50422
1007,1829,Portugal/Brazil,60810,50422
1008,1829,Portugal/Brazil,60711,50422
1009,1829,Portugal/Brazil,60703,50422
1010,1829,Portugal/Brazil,60734,50422
1011,1829,Portugal/Brazil,60734,50422
1012,1829,Portugal/Brazil,60717,50422
1013,1829,Portugal/Brazil,60703,50422
1014,1829,Portugal/Brazil,60707,50422
1015,1829,Portugal/Brazil,60734,50422
1016,1829,Portugal/Brazil,60820,50422
1017,1829,Portugal/Brazil,60822,50422
1018,1829,Portugal/Brazil,60807,50422
1019,1829,Portugal/Brazil,60810,50422
1020,1829,Portugal/Brazil,60703,50422
1021,1829,Portugal/Brazil,60711,50422
1022,1829,Portugal/Brazil,60810,50422
1023,1829,Portugal/Brazil,60711,50422
1024,1829,Portugal/Brazil,60822,50422
1025,1829,Portugal/Brazil,60711,50422
1026,1829,Portugal/Brazil,60820,50422
1027,1829,Portugal/Brazil,60822,50422
1028,1829,Portugal/Brazil,60717,50422
1029,1829,Portugal/Brazil,60711,50422
1030,1829,Portugal/Brazil,60734,50422
1031,1829,Portugal/Brazil,60711,50422
1032,1829,Portugal/Brazil,60711,50422
1033,1830,Portugal/Brazil,60707,50422
1034,1830,Portugal/Brazil,60717,50422
1035,1829,Portugal/Brazil,60725,50422
1036,1830,Portugal/Brazil,60822,50422
1037,1830,Portugal/Brazil,60822,50422
1038,1830,Portugal/Brazil,60707,50422
1039,1830,Portugal/Brazil,60822,50422
1040,1830,Portugal/Brazil,60734,50422
1041,1830,Portugal/Brazil,60734,50422
1042,1830,Portugal/Brazil,60703,50422
1043,1830,Portugal/Brazil,60807,50422
1044,1830,Portugal/Brazil,60717,50422
1045,1830,Portugal/Brazil,60807,50422
1046,1830,Portugal/Brazil,60703,50422
1047,1830,Portugal/Brazil,60703,50422
1048,1830,Portugal/Brazil,60711,50422
1049,1830,Portugal/Brazil,60822,50422
1050,1830,Portugal/Brazil,60807,50422
1051,1830,Portugal/Brazil,60820,50422
1052,1830,Portugal/Brazil,60711,50422
1053,1830,Portugal/Brazil,60822,50422
1054,1830,Portugal/Brazil,60717,50422
1055,1830,Portugal/Brazil,60822,50422
1056,1830,Portugal/Brazil,60711,50422
1057,1830,Portugal/Brazil,60820,50422
1058,1830,Portugal/Brazil,60707,50422
1059,1830,Portugal/Brazil,60711,50422
1060,1830,Portugal/Brazil,60703,50422
1061,1830,Portugal/Brazil,60717,50422
1062,1830,Portugal/Brazil,60703,50422
1063,1830,Portugal/Brazil,60711,50422
1064,1830,Portugal/Brazil,60711,50422
1065,1830,Portugal/Brazil,60703,50422
1066,1830,Portugal/Brazil,60734,50422
1067,1830,Portugal/Brazil,60822,50422
1068,1830,Portugal/Brazil,60703,50422
1069,1830,Portugal/Brazil,60707,50422
1070,1830,Portugal/Brazil,60707,50422
1071,1830,Portugal/Brazil,60703,50422
1072,1830,Portugal/Brazil,60711,50422
1073,1830,Portugal/Brazil,60805,50422
1074,1830,Portugal/Brazil,60734,50422
1075,1830,Portugal/Brazil,60711,50422
1076,1830,Portugal/Brazil,60711,50422
1077,1830,Portugal/Brazil,60711,50422
1078,1830,Portugal/Brazil,60711,50422
1079,1830,Portugal/Brazil,60711,50422
1080,1830,Portugal/Brazil,60711,50422
1081,1830,Portugal/Brazil,60707,50422
1082,1830,Portugal/Brazil,60734,50422
1083,1830,Portugal/Brazil,60807,50422
1084,1830,Portugal/Brazil,60711,50422
1085,1830,Portugal/Brazil,60734,50422
1086,1830,Portugal/Brazil,60711,50422
1087,1830,Portugal/Brazil,60707,50422
1088,1830,Portugal/Brazil,60707,50422
1089,1830,Portugal/Brazil,60703,50422
1090,1830,Portugal/Brazil,60707,50422
1091,1830,Portugal/Brazil,60822,50422
1092,1830,Portugal/Brazil,60734,50422
1093,1830,Portugal/Brazil,60820,50422
1094,1830,Portugal/Brazil,60734,50422
1095,1830,Portugal/Brazil,60820,50422
1096,1830,Portugal/Brazil,60734,50422
1097,1830,Portugal/Brazil,60734,50422
1098,1830,Portugal/Brazil,60711,50422
1099,1830,Portugal/Brazil,60707,50422
1100,1830,Portugal/Brazil,60734,50422
1101,1830,Portugal/Brazil,60734,50422
1102,1830,Portugal/Brazil,60725,50422
1103,1830,Portugal/Brazil,60734,50422
1104,1830,Portugal/Brazil,60810,50422
1105,1830,Portugal/Brazil,60734,50422
1106,1830,Portugal/Brazil,60820,50422
1107,1830,Portugal/Brazil,60810,50422
1108,1830,Portugal/Brazil,60807,50422
1109,1830,Portugal/Brazil,60807,50422
1110,1830,Portugal/Brazil,60823,50422
1111,1829,Portugal/Brazil,60725,50299
1112,1829,Portugal/Brazil,60725,50299
1113,1829,Portugal/Brazil,60711,50299
1114,1829,Portugal/Brazil,60612,50299
1115,1829,Portugal/Brazil,60725,50299
1116,1829,Portugal/Brazil,60711,50299
1117,1829,Portugal/Brazil,60717,50299
1118,1829,Portugal/Brazil,60711,50299
1119,1829,Portugal/Brazil,60711,50299
1120,1829,Portugal/Brazil,60711,50299
1121,1829,Portugal/Brazil,60711,50299
1122,1829,Portugal/Brazil,60711,50299
1123,1829,Portugal/Brazil,60711,50299
1124,1829,Portugal/Brazil,60517,50299
1125,1829,Portugal/Brazil,60725,50299
1126,1829,,60507,50299
1127,1829,Portugal/Brazil,60711,50299
1128,1829,Portugal/Brazil,60711,50299
1129,1829,Portugal/Brazil,60717,50299
1130,1829,Portugal/Brazil,60711,50299
1131,1829,Portugal/Brazil,60717,50299
1133,1829,Portugal/Brazil,60717,50299
1134,1829,Portugal/Brazil,60717,50299
1135,1829,Portugal/Brazil,60725,50299
1136,1829,Portugal/Brazil,60820,50299
1137,1829,Portugal/Brazil,60711,50299
1138,1830,Portugal/Brazil,60711,50299
1139,1830,Portugal/Brazil,60725,50299
1140,1830,Portugal/Brazil,60725,50299
1141,1830,Portugal/Brazil,60734,50299
1142,1830,Portugal/Brazil,60703,50299
1144,1830,Portugal/Brazil,60725,50299
1145,1830,Portugal/Brazil,60703,50299
1146,1830,Portugal/Brazil,60711,50299
1147,1830,Portugal/Brazil,60711,50299
1148,1830,Portugal/Brazil,60725,50299
1149,1830,Portugal/Brazil,60711,50299
1150,1830,Portugal/Brazil,60725,50299
1151,1830,Portugal/Brazil,60711,50299
1153,1830,Portugal/Brazil,60711,50299
1154,1830,Portugal/Brazil,60711,50299
1155,1830,Portugal/Brazil,60725,50299
1156,1830,Portugal/Brazil,60711,50299
1157,1830,Portugal/Brazil,60711,50299
1158,1830,Portugal/Brazil,60717,50299
1161,1830,Portugal/Brazil,60717,50299
1162,1830,Portugal/Brazil,60717,50299
1164,1830,Portugal/Brazil,60725,50299
1165,1830,Portugal/Brazil,60711,50299
1167,1830,Portugal/Brazil,60717,50299
1170,1830,Portugal/Brazil,60999,50299
1173,1829,Portugal/Brazil,60734,50399
1174,1829,Portugal/Brazil,60703,50399
1175,1829,Portugal/Brazil,60703,50399
1176,1829,Portugal/Brazil,60734,50399
1177,1829,Portugal/Brazil,60734,50399
1178,1829,Portugal/Brazil,60734,50299
1179,1829,Portugal/Brazil,60734,50399
1180,1829,Portugal/Brazil,60734,50399
1181,1829,Portugal/Brazil,60734,50399
1182,1829,Portugal/Brazil,60820,50399
1183,1829,Portugal/Brazil,60734,50399
1184,1830,Portugal/Brazil,60810,50399
1185,1830,Portugal/Brazil,60734,50399
1186,1830,Portugal/Brazil,60734,50399
1187,1830,Portugal/Brazil,60999,50399
1188,1830,Portugal/Brazil,60734,50399
1189,1829,Portugal/Brazil,60734,50102
1190,1830,Portugal/Brazil,60734,50102
1191,1828,Portugal/Brazil,60734,50103
1192,1830,Portugal/Brazil,60734,50103
1193,1830,Spain/Uruguay,60999,31312
1194,1830,Spain/Uruguay,60999,31399
1195,1830,Spain/Uruguay,60999,31399
1196,1830,Spain/Uruguay,60999,31399
1197,1830,Spain/Uruguay,60999,31312
1198,1831,Spain/Uruguay,60673,31312
1199,1831,Spain/Uruguay,60673,31312
1200,1831,Spain/Uruguay,60673,31312
1201,1831,Spain/Uruguay,60673,31399
1202,1831,Spain/Uruguay,60999,31399
1203,1831,Spain/Uruguay,60515,31312
1204,1831,Spain/Uruguay,60673,31312
1205,1831,Spain/Uruguay,60673,31312
1206,1831,Spain/Uruguay,60668,31312
1207,1831,Spain/Uruguay,60999,31399
1208,1831,Spain/Uruguay,60673,31312
1209,1831,Spain/Uruguay,60673,31312
1210,1831,Spain/Uruguay,60673,31399
1211,1831,Spain/Uruguay,60999,31312
1212,1831,Spain/Uruguay,60673,31312
1213,1831,Portugal/Brazil,60105,35299
1214,1831,Spain/Uruguay,60999,31399
1215,1831,Spain/Uruguay,60999,31399
1216,1831,Spain/Uruguay,60673,31312
1217,1831,Spain/Uruguay,60517,31312
1218,1831,Spain/Uruguay,60673,31312
1219,1831,Spain/Uruguay,60703,31399
1220,1831,Spain/Uruguay,60673,31399
1221,1831,Spain/Uruguay,60673,31312
1222,1831,Spain/Uruguay,60673,31312
1223,1831,Spain/Uruguay,60673,31312
1224,1831,Spain/Uruguay,60673,31312
1225,1831,Spain/Uruguay,60668,31312
1226,1830,Portugal/Brazil,60515,50299
1227,1830,Portugal/Brazil,60820,50422
1228,1830,Portugal/Brazil,60810,50422
1229,1830,Portugal/Brazil,60820,50422
1230,1831,France,60608,50399
1231,1831,Spain/Uruguay,60515,31312
1232,1831,Spain/Uruguay,60624,31312
1233,1831,Spain/Uruguay,60999,31399
1234,1831,Spain/Uruguay,60999,31399
1235,1831,Portugal/Brazil,60999,31399
1236,1831,Spain/Uruguay,60673,31312
1237,1832,Spain/Uruguay,60999,31399
1238,1832,Spain/Uruguay,60999,31399
1239,1832,Portugal/Brazil,60999,31399
1240,1832,Spain/Uruguay,60999,31399
1241,1832,Spain/Uruguay,60999,31312
1242,1832,Spain/Uruguay,60673,31312
1243,1832,Spain/Uruguay,60999,31399
1244,1832,Portugal/Brazil,60999,31399
1245,1832,Spain/Uruguay,60610,31399
1246,1832,Spain/Uruguay,60999,31399
1247,1832,,60999,31399
1248,1832,Spain/Uruguay,60999,31399
1249,1832,Spain/Uruguay,60724,31399
1250,1832,Spain/Uruguay,60517,31399
1251,1832,Spain/Uruguay,60999,31399
1252,1832,Spain/Uruguay,60517,31313
